Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[26]     0.0    0.00    0.00   19997         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_begin() [26]
-----------------------------------------------
                0.00    0.00       5/17957       void std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_construct_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::_Rb_tree_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [165]
                0.00    0.00       5/17957       void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [144]
                0.00    0.00    5982/17957       void std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<char const, TSTNode*> >*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [84]
                0.00    0.00    5982/17957       _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKcP7TSTNodeEEE9constructIS6_IRKSt21piecewise_construct_tSt5tupleIIRS3_EESD_IIEEEEEvPT_DpOT0_ [66]
                0.00    0.00    5983/17957       void __gnu_cxx::new_allocator<TSTNode*>::construct<TSTNode*, TSTNode* const&>(TSTNode**, TSTNode* const&) [53]
[27]     0.0    0.00    0.00   17957         operator new(unsigned long, void*) [27]
-----------------------------------------------
                0.00    0.00    8199/17779       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::lower_bound(char const&) [48]
                0.00    0.00    9580/17779       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::find(char const&) [44]
[28]     0.0    0.00    0.00   17779         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<char const, TSTNode*> >*, std::_Rb_tree_node<std::pair<char const, TSTNode*> >*, char const&) [28]
                0.00    0.00   30314/38501       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_S_key(std::_Rb_tree_node<std::pair<char const, TSTNode*> > const*) [15]
                0.00    0.00   30314/49815       std::less<char>::operator()(char const&, char const&) const [13]
                0.00    0.00   17779/81034       std::_Rb_tree_iterator<std::pair<char const, TSTNode*> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [8]
                0.00    0.00   17580/17580       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_S_left(std::_Rb_tree_node_base*) [29]
                0.00    0.00   12734/12962       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_S_right(std::_Rb_tree_node_base*) [34]
-----------------------------------------------
                0.00    0.00   17580/17580       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<char const, TSTNode*> >*, std::_Rb_tree_node<std::pair<char const, TSTNode*> >*, char const&) [28]
[29]     0.0    0.00    0.00   17580         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_S_left(std::_Rb_tree_node_base*) [29]
-----------------------------------------------
                0.00    0.00   16890/16890       TSTree::GetStr[abi:cxx11]() [118]
[30]     0.0    0.00    0.00   16890         std::_Deque_iterator<TSTNode*, TSTNode*&, TSTNode**>::operator*() const [30]
-----------------------------------------------
                0.00    0.00    2205/15610       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<char const, TSTNode*> >*) [83]
                0.00    0.00    3992/15610       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<char const, TSTNode*> >, char const&) [86]
                0.00    0.00    9413/15610       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::find(char const&) [44]
[31]     0.0    0.00    0.00   15610         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_S_key(std::_Rb_tree_node_base const*) [31]
                0.00    0.00   15610/15610       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_S_value(std::_Rb_tree_node_base const*) [32]
                0.00    0.00   15610/54111       std::_Select1st<std::pair<char const, TSTNode*> >::operator()(std::pair<char const, TSTNode*> const&) const [11]
-----------------------------------------------
                0.00    0.00   15610/15610       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_S_key(std::_Rb_tree_node_base const*) [31]
[32]     0.0    0.00    0.00   15610         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_S_value(std::_Rb_tree_node_base const*) [32]
                0.00    0.00   15610/54111       std::_Rb_tree_node<std::pair<char const, TSTNode*> >::_M_valptr() const [12]
-----------------------------------------------
                0.00    0.00    2994/14014       TSTree::PushBack2(int) [100]
                0.00    0.00    5038/14014       TSTree::PushBack1(int) [99]
                0.00    0.00    5982/14014       TSTree::FindLCS_Node(TSTNode*, unsigned long) [189]
[33]     0.0    0.00    0.00   14014         std::_Rb_tree_iterator<std::pair<char const, TSTNode*> >::operator->() const [33]
                0.00    0.00   14014/32086       std::_Rb_tree_node<std::pair<char const, TSTNode*> >::_M_valptr() [19]
-----------------------------------------------
                0.00    0.00     228/12962       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<char const, TSTNode*> >, char const&) [86]
                0.00    0.00   12734/12962       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<char const, TSTNode*> >*, std::_Rb_tree_node<std::pair<char const, TSTNode*> >*, char const&) [28]
[34]     0.0    0.00    0.00   12962         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_S_right(std::_Rb_tree_node_base*) [34]
-----------------------------------------------
                0.00    0.00   12090/12090       std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::operator[](char const&) [47]
[35]     0.0    0.00    0.00   12090         std::_Rb_tree_iterator<std::pair<char const, TSTNode*> >::operator*() const [35]
                0.00    0.00   12090/32086       std::_Rb_tree_node<std::pair<char const, TSTNode*> >::_M_valptr() [19]
-----------------------------------------------
                0.00    0.00    5983/11966       void std::allocator_traits<std::allocator<TSTNode*> >::construct<TSTNode*, TSTNode* const&>(std::allocator<TSTNode*>&, TSTNode**, TSTNode* const&) [57]
                0.00    0.00    5983/11966       void __gnu_cxx::new_allocator<TSTNode*>::construct<TSTNode*, TSTNode* const&>(TSTNode**, TSTNode* const&) [53]
[36]     0.0    0.00    0.00   11966         TSTNode* const& std::forward<TSTNode* const&>(std::remove_reference<TSTNode* const&>::type&) [36]
-----------------------------------------------
                0.00    0.00   11965/11965       TSTree::FindLCS_Node(TSTNode*, unsigned long) [189]
[37]     0.0    0.00    0.00   11965         std::_Rb_tree_iterator<std::pair<char const, TSTNode*> >::operator!=(std::_Rb_tree_iterator<std::pair<char const, TSTNode*> > const&) const [37]
-----------------------------------------------
                0.00    0.00   11964/11964       std::_Tuple_impl<0ul, char const&>::_M_head(std::_Tuple_impl<0ul, char const&>&) [40]
[38]     0.0    0.00    0.00   11964         std::_Head_base<0ul, char const&, false>::_M_head(std::_Head_base<0ul, char const&, false>&) [38]
-----------------------------------------------
                0.00    0.00    5982/11964       std::_Tuple_impl<0ul, char const&>::_Tuple_impl(char const&) [71]
                0.00    0.00    5982/11964       std::_Tuple_impl<0ul, char const&>::_Tuple_impl(std::_Tuple_impl<0ul, char const&>&&) [70]
[39]     0.0    0.00    0.00   11964         std::_Head_base<0ul, char const&, false>::_Head_base(char const&) [39]
-----------------------------------------------
                0.00    0.00    5982/11964       std::_Tuple_impl<0ul, char const&>::_Tuple_impl(std::_Tuple_impl<0ul, char const&>&&) [70]
                0.00    0.00    5982/11964       char const& std::__get_helper<0ul, char const&>(std::_Tuple_impl<0ul, char const&>&) [87]
[40]     0.0    0.00    0.00   11964         std::_Tuple_impl<0ul, char const&>::_M_head(std::_Tuple_impl<0ul, char const&>&) [40]
                0.00    0.00   11964/11964       std::_Head_base<0ul, char const&, false>::_M_head(std::_Head_base<0ul, char const&, false>&) [38]
-----------------------------------------------
                0.00    0.00    5982/11964       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_get_node() [81]
                0.00    0.00    5982/11964       void std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<char const, TSTNode*> >*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [84]
[41]     0.0    0.00    0.00   11964         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_get_Node_allocator() [41]
-----------------------------------------------
                0.00    0.00    5982/11964       std::_Tuple_impl<0ul, char const&>::_Tuple_impl(std::_Tuple_impl<0ul, char const&>&&) [70]
                0.00    0.00    5982/11964       std::pair<char const, TSTNode*>::pair<char const&, 0ul>(std::tuple<char const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [77]
[42]     0.0    0.00    0.00   11964         char const& std::forward<char const&>(std::remove_reference<char const&>::type&) [42]
-----------------------------------------------
                0.00    0.00    4105/9580        TSTree::PushBack2(int) [100]
                0.00    0.00    5475/9580        TSTree::PushBack1(int) [99]
[43]     0.0    0.00    0.00    9580         std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::find(char const&) [43]
                0.00    0.00    9580/9580        std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::find(char const&) [44]
-----------------------------------------------
                0.00    0.00    9580/9580        std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::find(char const&) [43]
[44]     0.0    0.00    0.00    9580         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::find(char const&) [44]
                0.00    0.00   11128/40872       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::end() [14]
                0.00    0.00    9580/30402       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_end() [20]
                0.00    0.00    9580/19997       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_begin() [26]
                0.00    0.00    9580/17779       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<char const, TSTNode*> >*, std::_Rb_tree_node<std::pair<char const, TSTNode*> >*, char const&) [28]
                0.00    0.00    9580/29577       std::_Rb_tree_iterator<std::pair<char const, TSTNode*> >::operator==(std::_Rb_tree_iterator<std::pair<char const, TSTNode*> > const&) const [25]
                0.00    0.00    9413/15610       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_S_key(std::_Rb_tree_node_base const*) [31]
                0.00    0.00    9413/49815       std::less<char>::operator()(char const&, char const&) const [13]
-----------------------------------------------
                0.00    0.00    2218/8201        std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_get_insert_unique_pos(char const&) [97]
                0.00    0.00    5983/8201        std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::begin() [58]
[45]     0.0    0.00    0.00    8201         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::begin() [45]
                0.00    0.00    8201/81034       std::_Rb_tree_iterator<std::pair<char const, TSTNode*> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [8]
-----------------------------------------------
                0.00    0.00    8199/8199        std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::operator[](char const&) [47]
[46]     0.0    0.00    0.00    8199         std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::lower_bound(char const&) [46]
                0.00    0.00    8199/8199        std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::lower_bound(char const&) [48]
-----------------------------------------------
                0.00    0.00    3082/8199        TSTree::PushBack2(int) [100]
                0.00    0.00    5117/8199        TSTree::PushBack1(int) [99]
[47]     0.0    0.00    0.00    8199         std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::operator[](char const&) [47]
                0.00    0.00   12090/12090       std::_Rb_tree_iterator<std::pair<char const, TSTNode*> >::operator*() const [35]
                0.00    0.00    8199/8199        std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::lower_bound(char const&) [46]
                0.00    0.00    8199/29744       std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::end() [24]
                0.00    0.00    8199/29577       std::_Rb_tree_iterator<std::pair<char const, TSTNode*> >::operator==(std::_Rb_tree_iterator<std::pair<char const, TSTNode*> > const&) const [25]
                0.00    0.00    5982/5982        std::tuple<char const&>::tuple(char const&) [80]
                0.00    0.00    5982/5982        std::_Rb_tree_const_iterator<std::pair<char const, TSTNode*> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<char const, TSTNode*> > const&) [76]
                0.00    0.00    5982/5982        std::_Rb_tree_iterator<std::pair<char const, TSTNode*> > std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<char const, TSTNode*> >, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [85]
                0.00    0.00    3891/3891        std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::key_comp() const [94]
                0.00    0.00    3891/49815       std::less<char>::operator()(char const&, char const&) const [13]
-----------------------------------------------
                0.00    0.00    8199/8199        std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::lower_bound(char const&) [46]
[48]     0.0    0.00    0.00    8199         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::lower_bound(char const&) [48]
                0.00    0.00    8199/19997       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_begin() [26]
                0.00    0.00    8199/30402       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_end() [20]
                0.00    0.00    8199/17779       std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<char const, TSTNode*> >*, std::_Rb_tree_node<std::pair<char const, TSTNode*> >*, char const&) [28]
-----------------------------------------------
                0.00    0.00    3525/7508        TSTree::PushBack2(int) [100]
                0.00    0.00    3983/7508        TSTree::PushBack1(int) [99]
[49]     0.0    0.00    0.00    7508         TSTree::add_link(TSTNode*) [49]
-----------------------------------------------
                0.00    0.00       5/5987        std::_Rb_tree_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Rb_tree_node() [149]
                0.00    0.00    5982/5987        std::_Rb_tree_node<std::pair<char const, TSTNode*> >::_Rb_tree_node() [72]
[50]     0.0    0.00    0.00    5987         std::_Rb_tree_node_base::_Rb_tree_node_base() [50]
-----------------------------------------------
                0.00    0.00       1/5983        TSTree::TSTree(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [191]
                0.00    0.00    2425/5983        TSTree::PushBack2(int) [100]
                0.00    0.00    3557/5983        TSTree::PushBack1(int) [99]
[51]     0.0    0.00    0.00    5983         TSTNode::TSTNode(unsigned long, unsigned long, bool, bool) [51]
                0.00    0.00    5983/5983        std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::map() [59]
-----------------------------------------------
                0.00    0.00    5983/5983        void std::allocator_traits<std::allocator<TSTNode*> >::destroy<TSTNode*>(std::allocator<TSTNode*>&, TSTNode**) [56]
[52]     0.0    0.00    0.00    5983         void __gnu_cxx::new_allocator<TSTNode*>::destroy<TSTNode*>(TSTNode**) [52]
-----------------------------------------------
                0.00    0.00    5983/5983        void std::allocator_traits<std::allocator<TSTNode*> >::construct<TSTNode*, TSTNode* const&>(std::allocator<TSTNode*>&, TSTNode**, TSTNode* const&) [57]
[53]     0.0    0.00    0.00    5983         void __gnu_cxx::new_allocator<TSTNode*>::construct<TSTNode*, TSTNode* const&>(TSTNode**, TSTNode* const&) [53]
                0.00    0.00    5983/11966       TSTNode* const& std::forward<TSTNode* const&>(std::remove_reference<TSTNode* const&>::type&) [36]
                0.00    0.00    5983/17957       operator new(unsigned long, void*) [27]
-----------------------------------------------
                0.00    0.00    5983/5983        std::allocator<std::_Rb_tree_node<std::pair<char const, TSTNode*> > >::allocator() [55]
[54]     0.0    0.00    0.00    5983         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, TSTNode*> > >::new_allocator() [54]
-----------------------------------------------
                0.00    0.00    5983/5983        std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_Rb_tree_impl<std::less<char>, true>::_Rb_tree_impl() [63]
[55]     0.0    0.00    0.00    5983         std::allocator<std::_Rb_tree_node<std::pair<char const, TSTNode*> > >::allocator() [55]
                0.00    0.00    5983/5983        __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, TSTNode*> > >::new_allocator() [54]
-----------------------------------------------
                0.00    0.00    5983/5983        std::deque<TSTNode*, std::allocator<TSTNode*> >::pop_back() [60]
[56]     0.0    0.00    0.00    5983         void std::allocator_traits<std::allocator<TSTNode*> >::destroy<TSTNode*>(std::allocator<TSTNode*>&, TSTNode**) [56]
                0.00    0.00    5983/5983        void __gnu_cxx::new_allocator<TSTNode*>::destroy<TSTNode*>(TSTNode**) [52]
-----------------------------------------------
                0.00    0.00    5983/5983        std::deque<TSTNode*, std::allocator<TSTNode*> >::push_back(TSTNode* const&) [61]
[57]     0.0    0.00    0.00    5983         void std::allocator_traits<std::allocator<TSTNode*> >::construct<TSTNode*, TSTNode* const&>(std::allocator<TSTNode*>&, TSTNode**, TSTNode* const&) [57]
                0.00    0.00    5983/11966       TSTNode* const& std::forward<TSTNode* const&>(std::remove_reference<TSTNode* const&>::type&) [36]
                0.00    0.00    5983/5983        void __gnu_cxx::new_allocator<TSTNode*>::construct<TSTNode*, TSTNode* const&>(TSTNode**, TSTNode* const&) [53]
-----------------------------------------------
                0.00    0.00    5983/5983        TSTree::FindLCS_Node(TSTNode*, unsigned long) [189]
[58]     0.0    0.00    0.00    5983         std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::begin() [58]
                0.00    0.00    5983/8201        std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::begin() [45]
-----------------------------------------------
                0.00    0.00    5983/5983        TSTNode::TSTNode(unsigned long, unsigned long, bool, bool) [51]
[59]     0.0    0.00    0.00    5983         std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::map() [59]
                0.00    0.00    5983/5983        std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_Rb_tree() [64]
-----------------------------------------------
                0.00    0.00    5983/5983        TSTree::FindLCS_Node(TSTNode*, unsigned long) [189]
[60]     0.0    0.00    0.00    5983         std::deque<TSTNode*, std::allocator<TSTNode*> >::pop_back() [60]
                0.00    0.00    5983/5983        void std::allocator_traits<std::allocator<TSTNode*> >::destroy<TSTNode*>(std::allocator<TSTNode*>&, TSTNode**) [56]
-----------------------------------------------
                0.00    0.00    5983/5983        TSTree::FindLCS_Node(TSTNode*, unsigned long) [189]
[61]     0.0    0.00    0.00    5983         std::deque<TSTNode*, std::allocator<TSTNode*> >::push_back(TSTNode* const&) [61]
                0.00    0.00    5983/5983        void std::allocator_traits<std::allocator<TSTNode*> >::construct<TSTNode*, TSTNode* const&>(std::allocator<TSTNode*>&, TSTNode**, TSTNode* const&) [57]
-----------------------------------------------
                0.00    0.00    5983/5983        std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_Rb_tree_impl<std::less<char>, true>::_Rb_tree_impl() [63]
[62]     0.0    0.00    0.00    5983         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_Rb_tree_impl<std::less<char>, true>::_M_initialize() [62]
-----------------------------------------------
                0.00    0.00    5983/5983        std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_Rb_tree() [64]
[63]     0.0    0.00    0.00    5983         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_Rb_tree_impl<std::less<char>, true>::_Rb_tree_impl() [63]
                0.00    0.00    5983/5983        std::allocator<std::_Rb_tree_node<std::pair<char const, TSTNode*> > >::allocator() [55]
                0.00    0.00    5983/5983        std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_Rb_tree_impl<std::less<char>, true>::_M_initialize() [62]
-----------------------------------------------
                0.00    0.00    5983/5983        std::map<char, TSTNode*, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::map() [59]
[64]     0.0    0.00    0.00    5983         std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_Rb_tree() [64]
                0.00    0.00    5983/5983        std::_Rb_tree<char, std::pair<char const, TSTNode*>, std::_Select1st<std::pair<char const, TSTNode*> >, std::less<char>, std::allocator<std::pair<char const, TSTNode*> > >::_Rb_tree_impl<std::less<char>, true>::_Rb_tree_impl() [63]
-----------------------------------------------
                0.00    0.00    5982/5982        std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<char const, TSTNode*> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<char const, TSTNode*> > >&, unsigned long) [73]
[65]     0.0    0.00    0.00    5982         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, TSTNode*> > >::allocate(unsigned long, void const*) [65]
                0.00    0.00    5982/5982        __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, TSTNode*> > >::max_size() const [68]
-----------------------------------------------
                0.00    0.00    5982/5982        void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<char const, TSTNode*> > > >::construct<std::pair<char const, TSTNode*>, std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<char const, TSTNode*> > >&, std::pair<char const, TSTNode*>*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [74]
